probe_type,layer_range,dim_a,dim_b,name_a,name_b,diff,p_value,p_adjusted,ci_lo,ci_hi,sig_raw,sig_fdr
control_probe,all_layers,21,23,21_sysprompt_talkto_ai,23_sysprompt_bare_ai,-0.041652,0.276800,0.321311,-0.117589,0.036374,n.s.,n.s.
control_probe,all_layers,22,23,22_sysprompt_bare_human,23_sysprompt_bare_ai,0.265676,0.000000,0.000000,0.200655,0.334417,***,***
control_probe,layers_6plus,1,2,1_phenomenology,2_emotions,-0.083795,0.001000,0.001833,-0.131567,-0.035075,**,**
control_probe,layers_6plus,1,3,1_phenomenology,3_agency,-0.054296,0.024000,0.035312,-0.099538,-0.007390,*,*
control_probe,layers_6plus,1,4,1_phenomenology,4_intentions,-0.125560,0.000000,0.000000,-0.172307,-0.078469,***,***
control_probe,layers_6plus,1,5,1_phenomenology,5_prediction,-0.031416,0.154000,0.188222,-0.073480,0.011422,n.s.,n.s.
control_probe,layers_6plus,1,6,1_phenomenology,6_cognitive,-0.042704,0.078000,0.104150,-0.088099,0.005560,n.s.,n.s.
control_probe,layers_6plus,1,7,1_phenomenology,7_social,-0.151168,0.000000,0.000000,-0.196646,-0.103588,***,***
control_probe,layers_6plus,1,8,1_phenomenology,8_embodiment,0.032721,0.140200,0.174119,-0.010145,0.077965,n.s.,n.s.
control_probe,layers_6plus,1,9,1_phenomenology,9_roles,-0.031668,0.151400,0.186029,-0.072955,0.010756,n.s.,n.s.
control_probe,layers_6plus,1,10,1_phenomenology,10_animacy,-0.000277,0.981600,0.985868,-0.041308,0.041438,n.s.,n.s.
control_probe,layers_6plus,1,11,1_phenomenology,11_formality,-0.023786,0.322800,0.363740,-0.070918,0.022792,n.s.,n.s.
control_probe,layers_6plus,1,12,1_phenomenology,12_expertise,-0.052040,0.039200,0.054880,-0.101337,-0.002449,*,n.s.
control_probe,layers_6plus,1,13,1_phenomenology,13_helpfulness,-0.091080,0.000000,0.000000,-0.132273,-0.049266,***,***
control_probe,layers_6plus,1,14,1_phenomenology,14_biological,-0.022761,0.282200,0.323629,-0.063630,0.020352,n.s.,n.s.
control_probe,layers_6plus,1,15,1_phenomenology,15_shapes,0.073582,0.000200,0.000392,0.033503,0.115451,***,***
control_probe,layers_6plus,1,16,1_phenomenology,16_human,-0.003277,0.879600,0.903056,-0.046051,0.040343,n.s.,n.s.
control_probe,layers_6plus,1,17,1_phenomenology,17_ai,0.114701,0.000000,0.000000,0.078948,0.152111,***,***
control_probe,layers_6plus,1,18,1_phenomenology,18_attention,0.035429,0.077600,0.104150,-0.003773,0.076978,n.s.,n.s.
control_probe,layers_6plus,1,20,1_phenomenology,20_sysprompt_talkto_human,-0.372320,0.000000,0.000000,-0.409093,-0.333285,***,***
control_probe,layers_6plus,1,21,1_phenomenology,21_sysprompt_talkto_ai,-0.098360,0.000800,0.001502,-0.154671,-0.040810,***,**
control_probe,layers_6plus,1,22,1_phenomenology,22_sysprompt_bare_human,-0.459324,0.000000,0.000000,-0.497585,-0.419602,***,***
control_probe,layers_6plus,1,23,1_phenomenology,23_sysprompt_bare_ai,-0.149347,0.000400,0.000776,-0.228705,-0.064614,***,***
control_probe,layers_6plus,2,3,2_emotions,3_agency,0.029499,0.223600,0.264880,-0.017545,0.076452,n.s.,n.s.
control_probe,layers_6plus,2,4,2_emotions,4_intentions,-0.041764,0.094000,0.122248,-0.089611,0.006714,n.s.,n.s.
control_probe,layers_6plus,2,5,2_emotions,5_prediction,0.052380,0.017400,0.025932,0.008435,0.096867,*,*
control_probe,layers_6plus,2,6,2_emotions,6_cognitive,0.041091,0.094200,0.122248,-0.006261,0.089756,n.s.,n.s.
control_probe,layers_6plus,2,7,2_emotions,7_social,-0.067373,0.007400,0.011871,-0.113816,-0.018771,**,*
control_probe,layers_6plus,2,8,2_emotions,8_embodiment,0.116516,0.000000,0.000000,0.070883,0.162471,***,***
control_probe,layers_6plus,2,9,2_emotions,9_roles,0.052127,0.017400,0.025932,0.009535,0.096640,*,*
control_probe,layers_6plus,2,10,2_emotions,10_animacy,0.083518,0.000200,0.000392,0.040600,0.127003,***,***
control_probe,layers_6plus,2,11,2_emotions,11_formality,0.060009,0.012000,0.018857,0.012217,0.107930,*,*
control_probe,layers_6plus,2,12,2_emotions,12_expertise,0.031755,0.218000,0.259577,-0.018619,0.081931,n.s.,n.s.
control_probe,layers_6plus,2,13,2_emotions,13_helpfulness,-0.007285,0.742000,0.772081,-0.050806,0.037281,n.s.,n.s.
control_probe,layers_6plus,2,14,2_emotions,14_biological,0.061035,0.006600,0.010662,0.017354,0.105231,**,*
control_probe,layers_6plus,2,15,2_emotions,15_shapes,0.157378,0.000000,0.000000,0.114949,0.200166,***,***
control_probe,layers_6plus,2,16,2_emotions,16_human,0.080518,0.000600,0.001145,0.036378,0.124497,***,**
control_probe,layers_6plus,2,17,2_emotions,17_ai,0.198496,0.000000,0.000000,0.160883,0.237580,***,***
control_probe,layers_6plus,2,18,2_emotions,18_attention,0.119225,0.000000,0.000000,0.077723,0.161027,***,***
control_probe,layers_6plus,2,20,2_emotions,20_sysprompt_talkto_human,-0.288525,0.000000,0.000000,-0.328131,-0.247470,***,***
control_probe,layers_6plus,2,21,2_emotions,21_sysprompt_talkto_ai,-0.014565,0.630600,0.674392,-0.072542,0.044599,n.s.,n.s.
control_probe,layers_6plus,2,22,2_emotions,22_sysprompt_bare_human,-0.375529,0.000000,0.000000,-0.416356,-0.333414,***,***
control_probe,layers_6plus,2,23,2_emotions,23_sysprompt_bare_ai,-0.065551,0.121000,0.152738,-0.144874,0.021850,n.s.,n.s.
control_probe,layers_6plus,3,4,3_agency,4_intentions,-0.071264,0.001600,0.002865,-0.117184,-0.026111,**,**
control_probe,layers_6plus,3,5,3_agency,5_prediction,0.022880,0.275800,0.320150,-0.017485,0.064538,n.s.,n.s.
control_probe,layers_6plus,3,6,3_agency,6_cognitive,0.011592,0.625400,0.671941,-0.033688,0.058207,n.s.,n.s.
control_probe,layers_6plus,3,7,3_agency,7_social,-0.096872,0.000000,0.000000,-0.141469,-0.050009,***,***
control_probe,layers_6plus,3,8,3_agency,8_embodiment,0.087017,0.000000,0.000000,0.044487,0.130879,***,***
control_probe,layers_6plus,3,9,3_agency,9_roles,0.022628,0.283000,0.323629,-0.017806,0.064002,n.s.,n.s.
control_probe,layers_6plus,3,10,3_agency,10_animacy,0.054019,0.008800,0.014019,0.013649,0.094451,**,*
control_probe,layers_6plus,3,11,3_agency,11_formality,0.030510,0.203400,0.244716,-0.015655,0.076326,n.s.,n.s.
control_probe,layers_6plus,3,12,3_agency,12_expertise,0.002256,0.914000,0.930106,-0.046888,0.050305,n.s.,n.s.
control_probe,layers_6plus,3,13,3_agency,13_helpfulness,-0.036784,0.083600,0.110986,-0.077383,0.005156,n.s.,n.s.
control_probe,layers_6plus,3,14,3_agency,14_biological,0.031535,0.131800,0.164572,-0.009257,0.073233,n.s.,n.s.
control_probe,layers_6plus,3,15,3_agency,15_shapes,0.127878,0.000000,0.000000,0.087161,0.168630,***,***
control_probe,layers_6plus,3,16,3_agency,16_human,0.051019,0.015400,0.023404,0.009259,0.092855,*,*
control_probe,layers_6plus,3,17,3_agency,17_ai,0.168997,0.000000,0.000000,0.134890,0.204786,***,***
control_probe,layers_6plus,3,18,3_agency,18_attention,0.089725,0.000000,0.000000,0.051009,0.129634,***,***
control_probe,layers_6plus,3,20,3_agency,20_sysprompt_talkto_human,-0.318024,0.000000,0.000000,-0.354763,-0.279918,***,***
control_probe,layers_6plus,3,21,3_agency,21_sysprompt_talkto_ai,-0.044064,0.120200,0.152562,-0.099127,0.013361,n.s.,n.s.
control_probe,layers_6plus,3,22,3_agency,22_sysprompt_bare_human,-0.405028,0.000000,0.000000,-0.442034,-0.365442,***,***
control_probe,layers_6plus,3,23,3_agency,23_sysprompt_bare_ai,-0.095050,0.025600,0.037192,-0.174437,-0.010810,*,*
control_probe,layers_6plus,4,5,4_intentions,5_prediction,0.094144,0.000000,0.000000,0.051015,0.137339,***,***
control_probe,layers_6plus,4,6,4_intentions,6_cognitive,0.082856,0.000200,0.000392,0.035573,0.130718,***,***
control_probe,layers_6plus,4,7,4_intentions,7_social,-0.025609,0.286400,0.325903,-0.072278,0.022280,n.s.,n.s.
control_probe,layers_6plus,4,8,4_intentions,8_embodiment,0.158281,0.000000,0.000000,0.113340,0.203519,***,***
control_probe,layers_6plus,4,9,4_intentions,9_roles,0.093892,0.000000,0.000000,0.051842,0.136197,***,***
control_probe,layers_6plus,4,10,4_intentions,10_animacy,0.125282,0.000000,0.000000,0.083172,0.167566,***,***
control_probe,layers_6plus,4,11,4_intentions,11_formality,0.101773,0.000000,0.000000,0.054394,0.149445,***,***
control_probe,layers_6plus,4,12,4_intentions,12_expertise,0.073520,0.003800,0.006407,0.023921,0.123582,**,**
control_probe,layers_6plus,4,13,4_intentions,13_helpfulness,0.034479,0.109200,0.139366,-0.007890,0.077414,n.s.,n.s.
control_probe,layers_6plus,4,14,4_intentions,14_biological,0.102799,0.000000,0.000000,0.060874,0.145938,***,***
control_probe,layers_6plus,4,15,4_intentions,15_shapes,0.199142,0.000000,0.000000,0.157577,0.241680,***,***
control_probe,layers_6plus,4,16,4_intentions,16_human,0.122283,0.000000,0.000000,0.079248,0.165860,***,***
control_probe,layers_6plus,4,17,4_intentions,17_ai,0.240260,0.000000,0.000000,0.204079,0.278401,***,***
control_probe,layers_6plus,4,18,4_intentions,18_attention,0.160989,0.000000,0.000000,0.120543,0.202963,***,***
control_probe,layers_6plus,4,20,4_intentions,20_sysprompt_talkto_human,-0.246761,0.000000,0.000000,-0.285157,-0.207286,***,***
control_probe,layers_6plus,4,21,4_intentions,21_sysprompt_talkto_ai,0.027199,0.344600,0.386420,-0.030405,0.085731,n.s.,n.s.
control_probe,layers_6plus,4,22,4_intentions,22_sysprompt_bare_human,-0.333764,0.000000,0.000000,-0.372946,-0.293215,***,***
control_probe,layers_6plus,4,23,4_intentions,23_sysprompt_bare_ai,-0.023787,0.574800,0.626315,-0.105169,0.061728,n.s.,n.s.
control_probe,layers_6plus,5,6,5_prediction,6_cognitive,-0.011288,0.593400,0.643546,-0.053796,0.032244,n.s.,n.s.
control_probe,layers_6plus,5,7,5_prediction,7_social,-0.119753,0.000000,0.000000,-0.161248,-0.077122,***,***
control_probe,layers_6plus,5,8,5_prediction,8_embodiment,0.064137,0.002000,0.003500,0.024174,0.103654,**,**
control_probe,layers_6plus,5,9,5_prediction,9_roles,-0.000252,0.991600,0.991600,-0.037403,0.037658,n.s.,n.s.
control_probe,layers_6plus,5,10,5_prediction,10_animacy,0.031138,0.104400,0.133980,-0.006121,0.068027,n.s.,n.s.
control_probe,layers_6plus,5,11,5_prediction,11_formality,0.007629,0.723000,0.759150,-0.035406,0.050802,n.s.,n.s.
control_probe,layers_6plus,5,12,5_prediction,12_expertise,-0.020624,0.372000,0.411158,-0.065886,0.024404,n.s.,n.s.
control_probe,layers_6plus,5,13,5_prediction,13_helpfulness,-0.059665,0.003200,0.005435,-0.098094,-0.022157,**,**
control_probe,layers_6plus,5,14,5_prediction,14_biological,0.008655,0.649600,0.688338,-0.029496,0.046352,n.s.,n.s.
control_probe,layers_6plus,5,15,5_prediction,15_shapes,0.104998,0.000000,0.000000,0.068728,0.141419,***,***
control_probe,layers_6plus,5,16,5_prediction,16_human,0.028139,0.156800,0.190636,-0.011087,0.065729,n.s.,n.s.
control_probe,layers_6plus,5,17,5_prediction,17_ai,0.146116,0.000000,0.000000,0.114448,0.177544,***,***
control_probe,layers_6plus,5,18,5_prediction,18_attention,0.066845,0.000200,0.000392,0.030961,0.103413,***,***
control_probe,layers_6plus,5,20,5_prediction,20_sysprompt_talkto_human,-0.340905,0.000000,0.000000,-0.374294,-0.307233,***,***
control_probe,layers_6plus,5,21,5_prediction,21_sysprompt_talkto_ai,-0.066945,0.016400,0.024761,-0.120288,-0.012459,*,*
control_probe,layers_6plus,5,22,5_prediction,22_sysprompt_bare_human,-0.427908,0.000000,0.000000,-0.462537,-0.393435,***,***
control_probe,layers_6plus,5,23,5_prediction,23_sysprompt_bare_ai,-0.117931,0.005200,0.008580,-0.195706,-0.035503,**,**
control_probe,layers_6plus,6,7,6_cognitive,7_social,-0.108464,0.000000,0.000000,-0.155783,-0.061056,***,***
control_probe,layers_6plus,6,8,6_cognitive,8_embodiment,0.075425,0.001600,0.002865,0.030976,0.118880,**,**
control_probe,layers_6plus,6,9,6_cognitive,9_roles,0.011036,0.604600,0.652629,-0.031618,0.053729,n.s.,n.s.
control_probe,layers_6plus,6,10,6_cognitive,10_animacy,0.042427,0.052200,0.072205,-0.000264,0.082997,n.s.,n.s.
control_probe,layers_6plus,6,11,6_cognitive,11_formality,0.018918,0.428800,0.469445,-0.027315,0.064625,n.s.,n.s.
control_probe,layers_6plus,6,12,6_cognitive,12_expertise,-0.009336,0.727400,0.760314,-0.059846,0.038718,n.s.,n.s.
control_probe,layers_6plus,6,13,6_cognitive,13_helpfulness,-0.048376,0.025400,0.037135,-0.090961,-0.006189,*,*
control_probe,layers_6plus,6,14,6_cognitive,14_biological,0.019943,0.357800,0.397364,-0.022899,0.062425,n.s.,n.s.
control_probe,layers_6plus,6,15,6_cognitive,15_shapes,0.116286,0.000000,0.000000,0.073784,0.156492,***,***
control_probe,layers_6plus,6,16,6_cognitive,16_human,0.039427,0.077600,0.104150,-0.004680,0.081455,n.s.,n.s.
control_probe,layers_6plus,6,17,6_cognitive,17_ai,0.157405,0.000000,0.000000,0.120020,0.193915,***,***
control_probe,layers_6plus,6,18,6_cognitive,18_attention,0.078133,0.000600,0.001145,0.036402,0.118628,***,**
control_probe,layers_6plus,6,20,6_cognitive,20_sysprompt_talkto_human,-0.329616,0.000000,0.000000,-0.368538,-0.291268,***,***
control_probe,layers_6plus,6,21,6_cognitive,21_sysprompt_talkto_ai,-0.055656,0.053400,0.073425,-0.112726,0.001119,n.s.,n.s.
control_probe,layers_6plus,6,22,6_cognitive,22_sysprompt_bare_human,-0.416620,0.000000,0.000000,-0.457032,-0.378041,***,***
control_probe,layers_6plus,6,23,6_cognitive,23_sysprompt_bare_ai,-0.106642,0.014000,0.021705,-0.187904,-0.022077,*,*
control_probe,layers_6plus,7,8,7_social,8_embodiment,0.183889,0.000000,0.000000,0.138768,0.228532,***,***
control_probe,layers_6plus,7,9,7_social,9_roles,0.119500,0.000000,0.000000,0.076802,0.160873,***,***
control_probe,layers_6plus,7,10,7_social,10_animacy,0.150891,0.000000,0.000000,0.108397,0.191741,***,***
control_probe,layers_6plus,7,11,7_social,11_formality,0.127382,0.000000,0.000000,0.079756,0.173307,***,***
control_probe,layers_6plus,7,12,7_social,12_expertise,0.099128,0.000200,0.000392,0.049810,0.146804,***,***
control_probe,layers_6plus,7,13,7_social,13_helpfulness,0.060088,0.006000,0.009830,0.017762,0.101629,**,**
control_probe,layers_6plus,7,14,7_social,14_biological,0.128408,0.000000,0.000000,0.085645,0.170313,***,***
control_probe,layers_6plus,7,15,7_social,15_shapes,0.224751,0.000000,0.000000,0.183532,0.265459,***,***
control_probe,layers_6plus,7,16,7_social,16_human,0.147891,0.000000,0.000000,0.104400,0.189314,***,***
control_probe,layers_6plus,7,17,7_social,17_ai,0.265869,0.000000,0.000000,0.228913,0.301784,***,***
control_probe,layers_6plus,7,18,7_social,18_attention,0.186598,0.000000,0.000000,0.145414,0.226458,***,***
control_probe,layers_6plus,7,20,7_social,20_sysprompt_talkto_human,-0.221152,0.000000,0.000000,-0.259802,-0.183317,***,***
control_probe,layers_6plus,7,21,7_social,21_sysprompt_talkto_ai,0.052808,0.067600,0.092400,-0.003467,0.108958,n.s.,n.s.
control_probe,layers_6plus,7,22,7_social,22_sysprompt_bare_human,-0.308156,0.000000,0.000000,-0.347956,-0.269623,***,***
control_probe,layers_6plus,7,23,7_social,23_sysprompt_bare_ai,0.001822,0.969000,0.977463,-0.079368,0.086298,n.s.,n.s.
control_probe,layers_6plus,8,9,8_embodiment,9_roles,-0.064389,0.001000,0.001833,-0.103685,-0.025339,**,**
control_probe,layers_6plus,8,10,8_embodiment,10_animacy,-0.032998,0.093200,0.122248,-0.071993,0.005688,n.s.,n.s.
control_probe,layers_6plus,8,11,8_embodiment,11_formality,-0.056507,0.012600,0.019666,-0.100963,-0.011831,*,*
control_probe,layers_6plus,8,12,8_embodiment,12_expertise,-0.084761,0.000000,0.000000,-0.132770,-0.038742,***,***
control_probe,layers_6plus,8,13,8_embodiment,13_helpfulness,-0.123801,0.000000,0.000000,-0.163690,-0.084401,***,***
control_probe,layers_6plus,8,14,8_embodiment,14_biological,-0.055482,0.004600,0.007645,-0.094886,-0.015788,**,**
control_probe,layers_6plus,8,15,8_embodiment,15_shapes,0.040861,0.041400,0.057611,0.001659,0.080025,*,n.s.
control_probe,layers_6plus,8,16,8_embodiment,16_human,-0.035998,0.073400,0.099738,-0.077107,0.003047,n.s.,n.s.
control_probe,layers_6plus,8,17,8_embodiment,17_ai,0.081980,0.000000,0.000000,0.047777,0.115661,***,***
control_probe,layers_6plus,8,18,8_embodiment,18_attention,0.002708,0.893800,0.913574,-0.035045,0.040374,n.s.,n.s.
control_probe,layers_6plus,8,20,8_embodiment,20_sysprompt_talkto_human,-0.405041,0.000000,0.000000,-0.440618,-0.369602,***,***
control_probe,layers_6plus,8,21,8_embodiment,21_sysprompt_talkto_ai,-0.131081,0.000000,0.000000,-0.186165,-0.076452,***,***
control_probe,layers_6plus,8,22,8_embodiment,22_sysprompt_bare_human,-0.492045,0.000000,0.000000,-0.528132,-0.455504,***,***
control_probe,layers_6plus,8,23,8_embodiment,23_sysprompt_bare_ai,-0.182067,0.000000,0.000000,-0.260920,-0.098214,***,***
control_probe,layers_6plus,9,10,9_roles,10_animacy,0.031391,0.097200,0.125437,-0.005719,0.067937,n.s.,n.s.
control_probe,layers_6plus,9,11,9_roles,11_formality,0.007882,0.716000,0.755233,-0.034757,0.049687,n.s.,n.s.
control_probe,layers_6plus,9,12,9_roles,12_expertise,-0.020372,0.377800,0.415580,-0.065545,0.023434,n.s.,n.s.
control_probe,layers_6plus,9,13,9_roles,13_helpfulness,-0.059412,0.001200,0.002183,-0.096540,-0.023681,**,**
control_probe,layers_6plus,9,14,9_roles,14_biological,0.008907,0.636000,0.677032,-0.028138,0.045943,n.s.,n.s.
control_probe,layers_6plus,9,15,9_roles,15_shapes,0.105250,0.000000,0.000000,0.069472,0.141770,***,***
control_probe,layers_6plus,9,16,9_roles,16_human,0.028391,0.148800,0.183812,-0.009825,0.066579,n.s.,n.s.
control_probe,layers_6plus,9,17,9_roles,17_ai,0.146369,0.000000,0.000000,0.115781,0.177184,***,***
control_probe,layers_6plus,9,18,9_roles,18_attention,0.067097,0.000000,0.000000,0.033288,0.101777,***,***
control_probe,layers_6plus,9,20,9_roles,20_sysprompt_talkto_human,-0.340652,0.000000,0.000000,-0.373154,-0.307729,***,***
control_probe,layers_6plus,9,21,9_roles,21_sysprompt_talkto_ai,-0.066692,0.015000,0.022947,-0.120071,-0.013267,*,*
control_probe,layers_6plus,9,22,9_roles,22_sysprompt_bare_human,-0.427656,0.000000,0.000000,-0.460887,-0.393700,***,***
control_probe,layers_6plus,9,23,9_roles,23_sysprompt_bare_ai,-0.117679,0.004200,0.007030,-0.196451,-0.035235,**,**
control_probe,layers_6plus,10,11,10_animacy,11_formality,-0.023509,0.282400,0.323629,-0.065553,0.018250,n.s.,n.s.
control_probe,layers_6plus,10,12,10_animacy,12_expertise,-0.051762,0.020000,0.029615,-0.095911,-0.008503,*,*
control_probe,layers_6plus,10,13,10_animacy,13_helpfulness,-0.090803,0.000000,0.000000,-0.126722,-0.053738,***,***
control_probe,layers_6plus,10,14,10_animacy,14_biological,-0.022483,0.228200,0.268950,-0.058672,0.014709,n.s.,n.s.
control_probe,layers_6plus,10,15,10_animacy,15_shapes,0.073860,0.000000,0.000000,0.038604,0.109699,***,***
control_probe,layers_6plus,10,16,10_animacy,16_human,-0.002999,0.879600,0.903056,-0.040649,0.034481,n.s.,n.s.
control_probe,layers_6plus,10,17,10_animacy,17_ai,0.114978,0.000000,0.000000,0.084868,0.146019,***,***
control_probe,layers_6plus,10,18,10_animacy,18_attention,0.035707,0.039000,0.054880,0.001642,0.071466,*,n.s.
control_probe,layers_6plus,10,20,10_animacy,20_sysprompt_talkto_human,-0.372043,0.000000,0.000000,-0.403875,-0.339310,***,***
control_probe,layers_6plus,10,21,10_animacy,21_sysprompt_talkto_ai,-0.098083,0.000800,0.001502,-0.150704,-0.043874,***,**
control_probe,layers_6plus,10,22,10_animacy,22_sysprompt_bare_human,-0.459047,0.000000,0.000000,-0.491807,-0.425082,***,***
control_probe,layers_6plus,10,23,10_animacy,23_sysprompt_bare_ai,-0.149069,0.000200,0.000392,-0.226268,-0.067922,***,***
control_probe,layers_6plus,11,12,11_formality,12_expertise,-0.028254,0.266200,0.310567,-0.078547,0.020639,n.s.,n.s.
control_probe,layers_6plus,11,13,11_formality,13_helpfulness,-0.067294,0.002200,0.003821,-0.108911,-0.025312,**,**
control_probe,layers_6plus,11,14,11_formality,14_biological,0.001026,0.959800,0.972429,-0.041047,0.044334,n.s.,n.s.
control_probe,layers_6plus,11,15,11_formality,15_shapes,0.097369,0.000000,0.000000,0.056513,0.139515,***,***
control_probe,layers_6plus,11,16,11_formality,16_human,0.020509,0.350800,0.391472,-0.022065,0.063243,n.s.,n.s.
control_probe,layers_6plus,11,17,11_formality,17_ai,0.138487,0.000000,0.000000,0.101668,0.175991,***,***
control_probe,layers_6plus,11,18,11_formality,18_attention,0.059216,0.003000,0.005133,0.019130,0.100038,**,**
control_probe,layers_6plus,11,20,11_formality,20_sysprompt_talkto_human,-0.348534,0.000000,0.000000,-0.386936,-0.310405,***,***
control_probe,layers_6plus,11,21,11_formality,21_sysprompt_talkto_ai,-0.074574,0.014200,0.021868,-0.132415,-0.016257,*,*
control_probe,layers_6plus,11,22,11_formality,22_sysprompt_bare_human,-0.435538,0.000000,0.000000,-0.474633,-0.396514,***,***
control_probe,layers_6plus,11,23,11_formality,23_sysprompt_bare_ai,-0.125560,0.003000,0.005133,-0.206284,-0.041784,**,**
control_probe,layers_6plus,12,13,12_expertise,13_helpfulness,-0.039040,0.088000,0.116160,-0.083297,0.005817,n.s.,n.s.
control_probe,layers_6plus,12,14,12_expertise,14_biological,0.029279,0.204600,0.244884,-0.015963,0.075242,n.s.,n.s.
control_probe,layers_6plus,12,15,12_expertise,15_shapes,0.125622,0.000000,0.000000,0.082357,0.170011,***,***
control_probe,layers_6plus,12,16,12_expertise,16_human,0.048763,0.035200,0.050193,0.003419,0.095289,*,n.s.
control_probe,layers_6plus,12,17,12_expertise,17_ai,0.166741,0.000000,0.000000,0.127414,0.207367,***,***
control_probe,layers_6plus,12,18,12_expertise,18_attention,0.087469,0.000000,0.000000,0.045374,0.131485,***,***
control_probe,layers_6plus,12,20,12_expertise,20_sysprompt_talkto_human,-0.320280,0.000000,0.000000,-0.360463,-0.278231,***,***
control_probe,layers_6plus,12,21,12_expertise,21_sysprompt_talkto_ai,-0.046320,0.129200,0.162202,-0.104365,0.013050,n.s.,n.s.
control_probe,layers_6plus,12,22,12_expertise,22_sysprompt_bare_human,-0.407284,0.000000,0.000000,-0.449286,-0.364779,***,***
control_probe,layers_6plus,12,23,12_expertise,23_sysprompt_bare_ai,-0.097307,0.025800,0.037249,-0.179827,-0.012157,*,*
control_probe,layers_6plus,13,14,13_helpfulness,14_biological,0.068320,0.000200,0.000392,0.030271,0.106296,***,***
control_probe,layers_6plus,13,15,13_helpfulness,15_shapes,0.164663,0.000000,0.000000,0.128145,0.200778,***,***
control_probe,layers_6plus,13,16,13_helpfulness,16_human,0.087803,0.000000,0.000000,0.049439,0.125629,***,***
control_probe,layers_6plus,13,17,13_helpfulness,17_ai,0.205781,0.000000,0.000000,0.174503,0.236781,***,***
control_probe,layers_6plus,13,18,13_helpfulness,18_attention,0.126509,0.000000,0.000000,0.091330,0.162400,***,***
control_probe,layers_6plus,13,20,13_helpfulness,20_sysprompt_talkto_human,-0.281240,0.000000,0.000000,-0.314317,-0.247707,***,***
control_probe,layers_6plus,13,21,13_helpfulness,21_sysprompt_talkto_ai,-0.007280,0.789200,0.817512,-0.059810,0.046439,n.s.,n.s.
control_probe,layers_6plus,13,22,13_helpfulness,22_sysprompt_bare_human,-0.368244,0.000000,0.000000,-0.402428,-0.334163,***,***
control_probe,layers_6plus,13,23,13_helpfulness,23_sysprompt_bare_ai,-0.058266,0.160600,0.194234,-0.135588,0.022633,n.s.,n.s.
control_probe,layers_6plus,14,15,14_biological,15_shapes,0.096343,0.000000,0.000000,0.060162,0.132632,***,***
control_probe,layers_6plus,14,16,14_biological,16_human,0.019484,0.315800,0.357597,-0.019434,0.057179,n.s.,n.s.
control_probe,layers_6plus,14,17,14_biological,17_ai,0.137461,0.000000,0.000000,0.105891,0.169148,***,***
control_probe,layers_6plus,14,18,14_biological,18_attention,0.058190,0.001000,0.001833,0.022747,0.094029,**,**
control_probe,layers_6plus,14,20,14_biological,20_sysprompt_talkto_human,-0.349560,0.000000,0.000000,-0.381796,-0.317105,***,***
control_probe,layers_6plus,14,21,14_biological,21_sysprompt_talkto_ai,-0.075600,0.006600,0.010662,-0.129286,-0.019801,**,*
control_probe,layers_6plus,14,22,14_biological,22_sysprompt_bare_human,-0.436563,0.000000,0.000000,-0.469720,-0.402592,***,***
control_probe,layers_6plus,14,23,14_biological,23_sysprompt_bare_ai,-0.126586,0.002000,0.003500,-0.205849,-0.045520,**,**
control_probe,layers_6plus,15,16,15_shapes,16_human,-0.076859,0.000200,0.000392,-0.114350,-0.039922,***,***
control_probe,layers_6plus,15,17,15_shapes,17_ai,0.041118,0.009000,0.014240,0.011219,0.071079,**,*
control_probe,layers_6plus,15,18,15_shapes,18_attention,-0.038153,0.030000,0.043043,-0.072278,-0.003626,*,*
control_probe,layers_6plus,15,20,15_shapes,20_sysprompt_talkto_human,-0.445903,0.000000,0.000000,-0.478079,-0.413663,***,***
control_probe,layers_6plus,15,21,15_shapes,21_sysprompt_talkto_ai,-0.171943,0.000000,0.000000,-0.223857,-0.118744,***,***
control_probe,layers_6plus,15,22,15_shapes,22_sysprompt_bare_human,-0.532906,0.000000,0.000000,-0.566163,-0.500100,***,***
control_probe,layers_6plus,15,23,15_shapes,23_sysprompt_bare_ai,-0.222929,0.000000,0.000000,-0.298625,-0.140363,***,***
control_probe,layers_6plus,16,17,16_human,17_ai,0.117978,0.000000,0.000000,0.086326,0.151521,***,***
control_probe,layers_6plus,16,18,16_human,18_attention,0.038706,0.035800,0.050735,0.002793,0.075757,*,n.s.
control_probe,layers_6plus,16,20,16_human,20_sysprompt_talkto_human,-0.369043,0.000000,0.000000,-0.401753,-0.334720,***,***
control_probe,layers_6plus,16,21,16_human,21_sysprompt_talkto_ai,-0.095084,0.001800,0.003198,-0.148938,-0.039656,**,**
control_probe,layers_6plus,16,22,16_human,22_sysprompt_bare_human,-0.456047,0.000000,0.000000,-0.489658,-0.421539,***,***
control_probe,layers_6plus,16,23,16_human,23_sysprompt_bare_ai,-0.146070,0.000000,0.000000,-0.224644,-0.063964,***,***
control_probe,layers_6plus,17,18,17_ai,18_attention,-0.079271,0.000000,0.000000,-0.107486,-0.049634,***,***
control_probe,layers_6plus,17,20,17_ai,20_sysprompt_talkto_human,-0.487021,0.000000,0.000000,-0.512382,-0.461337,***,***
control_probe,layers_6plus,17,21,17_ai,21_sysprompt_talkto_ai,-0.213061,0.000000,0.000000,-0.262401,-0.163283,***,***
control_probe,layers_6plus,17,22,17_ai,22_sysprompt_bare_human,-0.574025,0.000000,0.000000,-0.600847,-0.546842,***,***
