probe_type,layer_range,dim_a,dim_b,name_a,name_b,diff,p_value,p_adjusted,ci_lo,ci_hi,sig_raw,sig_fdr
control_probe,layers_6plus,5,9,5_prediction,9_roles,-0.003768,0.884400,0.934461,-0.055257,0.045926,n.s.,n.s.
control_probe,layers_6plus,5,10,5_prediction,10_animacy,0.084273,0.001000,0.002284,0.038264,0.129456,**,**
control_probe,layers_6plus,5,11,5_prediction,11_formality,0.282914,0.000000,0.000000,0.217778,0.347188,***,***
control_probe,layers_6plus,5,12,5_prediction,12_expertise,0.021448,0.391400,0.471529,-0.027818,0.070752,n.s.,n.s.
control_probe,layers_6plus,5,13,5_prediction,13_helpfulness,0.187556,0.000000,0.000000,0.129792,0.245439,***,***
control_probe,layers_6plus,5,14,5_prediction,14_biological,0.014124,0.566800,0.652033,-0.033673,0.062296,n.s.,n.s.
control_probe,layers_6plus,5,15,5_prediction,15_shapes,0.237195,0.000000,0.000000,0.195196,0.278872,***,***
control_probe,layers_6plus,5,17,5_prediction,17_attention,-0.006472,0.792800,0.872650,-0.053452,0.040910,n.s.,n.s.
control_probe,layers_6plus,5,18,5_prediction,18_sysprompt_labeled,-0.002043,0.945200,0.959543,-0.054104,0.047240,n.s.,n.s.
control_probe,layers_6plus,6,7,6_cognitive,7_social,-0.002631,0.922800,0.950654,-0.059941,0.054717,n.s.,n.s.
control_probe,layers_6plus,6,8,6_cognitive,8_embodiment,-0.003705,0.897000,0.940007,-0.062396,0.056212,n.s.,n.s.
control_probe,layers_6plus,6,9,6_cognitive,9_roles,-0.033763,0.219600,0.329400,-0.087906,0.020411,n.s.,n.s.
control_probe,layers_6plus,6,10,6_cognitive,10_animacy,0.054278,0.035000,0.062267,0.004144,0.104045,*,n.s.
control_probe,layers_6plus,6,11,6_cognitive,11_formality,0.252918,0.000000,0.000000,0.185314,0.318431,***,***
control_probe,layers_6plus,6,12,6_cognitive,12_expertise,-0.008547,0.749400,0.836921,-0.060406,0.044405,n.s.,n.s.
control_probe,layers_6plus,6,13,6_cognitive,13_helpfulness,0.157560,0.000000,0.000000,0.095250,0.218754,***,***
control_probe,layers_6plus,6,14,6_cognitive,14_biological,-0.015872,0.561000,0.652033,-0.068147,0.035252,n.s.,n.s.
control_probe,layers_6plus,6,15,6_cognitive,15_shapes,0.207200,0.000000,0.000000,0.161504,0.252586,***,***
control_probe,layers_6plus,6,17,6_cognitive,17_attention,-0.036467,0.164800,0.254691,-0.086577,0.014928,n.s.,n.s.
control_probe,layers_6plus,6,18,6_cognitive,18_sysprompt_labeled,-0.032038,0.238400,0.337733,-0.087518,0.020503,n.s.,n.s.
control_probe,layers_6plus,7,8,7_social,8_embodiment,-0.001074,0.972200,0.972200,-0.063542,0.062598,n.s.,n.s.
control_probe,layers_6plus,7,9,7_social,9_roles,-0.031132,0.295200,0.392744,-0.089360,0.027339,n.s.,n.s.
control_probe,layers_6plus,7,10,7_social,10_animacy,0.056909,0.038000,0.066068,0.003114,0.110564,*,n.s.
control_probe,layers_6plus,7,11,7_social,11_formality,0.255549,0.000000,0.000000,0.185070,0.327445,***,***
control_probe,layers_6plus,7,12,7_social,12_expertise,-0.005916,0.837400,0.913443,-0.062426,0.050981,n.s.,n.s.
control_probe,layers_6plus,7,13,7_social,13_helpfulness,0.160191,0.000000,0.000000,0.094715,0.226461,***,***
control_probe,layers_6plus,7,14,7_social,14_biological,-0.013241,0.643000,0.734172,-0.069349,0.041371,n.s.,n.s.
control_probe,layers_6plus,7,15,7_social,15_shapes,0.209831,0.000000,0.000000,0.159086,0.260463,***,***
control_probe,layers_6plus,7,17,7_social,17_attention,-0.033836,0.231200,0.333713,-0.088112,0.021020,n.s.,n.s.
control_probe,layers_6plus,7,18,7_social,18_sysprompt_labeled,-0.029407,0.329800,0.425571,-0.087693,0.027266,n.s.,n.s.
control_probe,layers_6plus,8,9,8_embodiment,9_roles,-0.030059,0.340600,0.428400,-0.091560,0.031034,n.s.,n.s.
control_probe,layers_6plus,8,10,8_embodiment,10_animacy,0.057982,0.048000,0.080491,0.000729,0.115089,*,n.s.
control_probe,layers_6plus,8,11,8_embodiment,11_formality,0.256623,0.000000,0.000000,0.182977,0.330612,***,***
control_probe,layers_6plus,8,12,8_embodiment,12_expertise,-0.004842,0.865400,0.925917,-0.065206,0.055326,n.s.,n.s.
control_probe,layers_6plus,8,13,8_embodiment,13_helpfulness,0.161265,0.000000,0.000000,0.092439,0.228756,***,***
control_probe,layers_6plus,8,14,8_embodiment,14_biological,-0.012167,0.676800,0.761400,-0.071284,0.047779,n.s.,n.s.
control_probe,layers_6plus,8,15,8_embodiment,15_shapes,0.210905,0.000000,0.000000,0.156786,0.264875,***,***
control_probe,layers_6plus,8,17,8_embodiment,17_attention,-0.032762,0.270000,0.375545,-0.091768,0.026656,n.s.,n.s.
control_probe,layers_6plus,8,18,8_embodiment,18_sysprompt_labeled,-0.028334,0.368800,0.451411,-0.090055,0.033122,n.s.,n.s.
control_probe,layers_6plus,9,10,9_roles,10_animacy,0.088041,0.001000,0.002284,0.037019,0.140194,**,**
control_probe,layers_6plus,9,11,9_roles,11_formality,0.286682,0.000000,0.000000,0.217118,0.354943,***,***
control_probe,layers_6plus,9,12,9_roles,12_expertise,0.025216,0.376600,0.457300,-0.029493,0.080948,n.s.,n.s.
control_probe,layers_6plus,9,13,9_roles,13_helpfulness,0.191324,0.000000,0.000000,0.128899,0.254629,***,***
control_probe,layers_6plus,9,14,9_roles,14_biological,0.017891,0.518800,0.610588,-0.036379,0.073283,n.s.,n.s.
control_probe,layers_6plus,9,15,9_roles,15_shapes,0.240963,0.000000,0.000000,0.193053,0.289280,***,***
control_probe,layers_6plus,9,17,9_roles,17_attention,-0.002704,0.919000,0.950654,-0.055691,0.050583,n.s.,n.s.
control_probe,layers_6plus,9,18,9_roles,18_sysprompt_labeled,0.001725,0.947000,0.959543,-0.055170,0.057463,n.s.,n.s.
control_probe,layers_6plus,10,11,10_animacy,11_formality,0.198641,0.000000,0.000000,0.132487,0.263777,***,***
control_probe,layers_6plus,10,12,10_animacy,12_expertise,-0.062825,0.017600,0.034523,-0.112049,-0.011500,*,*
control_probe,layers_6plus,10,13,10_animacy,13_helpfulness,0.103283,0.000200,0.000502,0.043576,0.162617,***,***
control_probe,layers_6plus,10,14,10_animacy,14_biological,-0.070150,0.005600,0.012068,-0.118333,-0.021078,**,*
control_probe,layers_6plus,10,15,10_animacy,15_shapes,0.152922,0.000000,0.000000,0.109585,0.195987,***,***
control_probe,layers_6plus,10,17,10_animacy,17_attention,-0.090745,0.000000,0.000000,-0.138648,-0.042193,***,***
control_probe,layers_6plus,10,18,10_animacy,18_sysprompt_labeled,-0.086316,0.000800,0.001883,-0.137976,-0.036540,***,**
control_probe,layers_6plus,11,12,11_formality,12_expertise,-0.261465,0.000000,0.000000,-0.327845,-0.193186,***,***
control_probe,layers_6plus,11,13,11_formality,13_helpfulness,-0.095358,0.016800,0.033382,-0.169157,-0.019642,*,*
control_probe,layers_6plus,11,14,11_formality,14_biological,-0.268790,0.000000,0.000000,-0.335161,-0.203000,***,***
control_probe,layers_6plus,11,15,11_formality,15_shapes,-0.045718,0.154200,0.240741,-0.108887,0.017272,n.s.,n.s.
control_probe,layers_6plus,11,17,11_formality,17_attention,-0.289386,0.000000,0.000000,-0.355007,-0.222629,***,***
control_probe,layers_6plus,11,18,11_formality,18_sysprompt_labeled,-0.284957,0.000000,0.000000,-0.354302,-0.216133,***,***
control_probe,layers_6plus,12,13,12_expertise,13_helpfulness,0.166107,0.000000,0.000000,0.104471,0.229422,***,***
control_probe,layers_6plus,12,14,12_expertise,14_biological,-0.007325,0.782000,0.867000,-0.059444,0.044681,n.s.,n.s.
control_probe,layers_6plus,12,15,12_expertise,15_shapes,0.215747,0.000000,0.000000,0.169170,0.262165,***,***
control_probe,layers_6plus,12,17,12_expertise,17_attention,-0.027920,0.287600,0.385989,-0.079372,0.023212,n.s.,n.s.
control_probe,layers_6plus,12,18,12_expertise,18_sysprompt_labeled,-0.023491,0.397600,0.475256,-0.079120,0.029694,n.s.,n.s.
control_probe,layers_6plus,13,14,13_helpfulness,14_biological,-0.173432,0.000000,0.000000,-0.234761,-0.112093,***,***
control_probe,layers_6plus,13,15,13_helpfulness,15_shapes,0.049640,0.087800,0.141404,-0.006532,0.105239,n.s.,n.s.
control_probe,layers_6plus,13,17,13_helpfulness,17_attention,-0.194028,0.000000,0.000000,-0.255217,-0.133823,***,***
control_probe,layers_6plus,13,18,13_helpfulness,18_sysprompt_labeled,-0.189599,0.000000,0.000000,-0.253702,-0.127763,***,***
control_probe,layers_6plus,14,15,14_biological,15_shapes,0.223072,0.000000,0.000000,0.177698,0.268477,***,***
control_probe,layers_6plus,14,17,14_biological,17_attention,-0.020595,0.412600,0.489363,-0.071066,0.029326,n.s.,n.s.
control_probe,layers_6plus,14,18,14_biological,18_sysprompt_labeled,-0.016166,0.563400,0.652033,-0.071018,0.036559,n.s.,n.s.
control_probe,layers_6plus,15,17,15_shapes,17_attention,-0.243667,0.000000,0.000000,-0.288311,-0.198484,***,***
control_probe,layers_6plus,15,18,15_shapes,18_sysprompt_labeled,-0.239238,0.000000,0.000000,-0.288890,-0.191956,***,***
control_probe,layers_6plus,17,18,17_attention,18_sysprompt_labeled,0.004429,0.859200,0.925758,-0.049911,0.056235,n.s.,n.s.
reading_probe,all_layers,0,1,0_baseline,1_phenomenology,-0.033654,0.070000,0.105000,-0.070885,0.002773,n.s.,n.s.
reading_probe,all_layers,0,2,0_baseline,2_emotions,-0.098618,0.000000,0.000000,-0.142416,-0.055684,***,***
reading_probe,all_layers,0,3,0_baseline,3_agency,-0.052167,0.012400,0.025638,-0.092388,-0.011855,*,*
reading_probe,all_layers,0,4,0_baseline,4_intentions,-0.126427,0.000000,0.000000,-0.165930,-0.087231,***,***
reading_probe,all_layers,0,5,0_baseline,5_prediction,-0.085411,0.000000,0.000000,-0.123730,-0.046112,***,***
reading_probe,all_layers,0,6,0_baseline,6_cognitive,-0.073771,0.000200,0.000556,-0.113805,-0.034373,***,***
reading_probe,all_layers,0,7,0_baseline,7_social,-0.080054,0.000400,0.001037,-0.124422,-0.035512,***,**
reading_probe,all_layers,0,8,0_baseline,8_embodiment,-0.054779,0.016800,0.032537,-0.099924,-0.009580,*,*
reading_probe,all_layers,0,9,0_baseline,9_roles,-0.088440,0.000000,0.000000,-0.129034,-0.048237,***,***
reading_probe,all_layers,0,10,0_baseline,10_animacy,0.037570,0.037600,0.063218,0.002214,0.073161,*,n.s.
reading_probe,all_layers,0,11,0_baseline,11_formality,0.057475,0.037200,0.063218,0.003000,0.110669,*,n.s.
reading_probe,all_layers,0,12,0_baseline,12_expertise,-0.147277,0.000000,0.000000,-0.187960,-0.107505,***,***
reading_probe,all_layers,0,13,0_baseline,13_helpfulness,-0.020396,0.428600,0.516345,-0.071061,0.031391,n.s.,n.s.
reading_probe,all_layers,0,14,0_baseline,14_biological,-0.003881,0.824600,0.864136,-0.038409,0.030926,n.s.,n.s.
reading_probe,all_layers,0,15,0_baseline,15_shapes,0.030544,0.096000,0.138566,-0.005377,0.066514,n.s.,n.s.
reading_probe,all_layers,0,17,0_baseline,17_attention,-0.077396,0.000200,0.000556,-0.116716,-0.037736,***,***
reading_probe,all_layers,0,18,0_baseline,18_sysprompt_labeled,-0.087325,0.000000,0.000000,-0.121385,-0.053458,***,***
reading_probe,all_layers,1,2,1_phenomenology,2_emotions,-0.064964,0.004600,0.010200,-0.109273,-0.021260,**,*
reading_probe,all_layers,1,3,1_phenomenology,3_agency,-0.018513,0.379400,0.460700,-0.059604,0.022834,n.s.,n.s.
reading_probe,all_layers,1,4,1_phenomenology,4_intentions,-0.092773,0.000000,0.000000,-0.134775,-0.052123,***,***
reading_probe,all_layers,1,5,1_phenomenology,5_prediction,-0.051758,0.013000,0.026520,-0.092408,-0.011530,*,*
reading_probe,all_layers,1,6,1_phenomenology,6_cognitive,-0.040118,0.054400,0.084073,-0.080850,0.000946,n.s.,n.s.
reading_probe,all_layers,1,7,1_phenomenology,7_social,-0.046400,0.049000,0.078916,-0.092310,-0.000223,*,n.s.
reading_probe,all_layers,1,8,1_phenomenology,8_embodiment,-0.021126,0.373800,0.457531,-0.066935,0.025108,n.s.,n.s.
reading_probe,all_layers,1,9,1_phenomenology,9_roles,-0.054786,0.009200,0.019550,-0.097533,-0.013140,**,*
reading_probe,all_layers,1,10,1_phenomenology,10_animacy,0.071223,0.000200,0.000556,0.034653,0.108691,***,***
reading_probe,all_layers,1,11,1_phenomenology,11_formality,0.091129,0.001200,0.002961,0.035394,0.145753,**,**
reading_probe,all_layers,1,12,1_phenomenology,12_expertise,-0.113624,0.000000,0.000000,-0.155034,-0.072437,***,***
reading_probe,all_layers,1,13,1_phenomenology,13_helpfulness,0.013257,0.618400,0.681345,-0.037644,0.064812,n.s.,n.s.
reading_probe,all_layers,1,14,1_phenomenology,14_biological,0.029772,0.110000,0.155833,-0.005941,0.065606,n.s.,n.s.
reading_probe,all_layers,1,15,1_phenomenology,15_shapes,0.064198,0.000200,0.000556,0.026916,0.102333,***,***
reading_probe,all_layers,1,17,1_phenomenology,17_attention,-0.043743,0.037400,0.063218,-0.085020,-0.002938,*,n.s.
reading_probe,all_layers,1,18,1_phenomenology,18_sysprompt_labeled,-0.053671,0.002200,0.005259,-0.089691,-0.018355,**,**
reading_probe,all_layers,2,3,2_emotions,3_agency,0.046451,0.048400,0.078779,0.000577,0.093580,*,n.s.
reading_probe,all_layers,2,4,2_emotions,4_intentions,-0.027809,0.245400,0.326840,-0.073295,0.017919,n.s.,n.s.
reading_probe,all_layers,2,5,2_emotions,5_prediction,0.013207,0.564000,0.643970,-0.032420,0.058990,n.s.,n.s.
reading_probe,all_layers,2,6,2_emotions,6_cognitive,0.024847,0.277400,0.359680,-0.019934,0.070593,n.s.,n.s.
reading_probe,all_layers,2,7,2_emotions,7_social,0.018564,0.468200,0.551035,-0.031540,0.068621,n.s.,n.s.
reading_probe,all_layers,2,8,2_emotions,8_embodiment,0.043838,0.089400,0.131521,-0.006516,0.094111,n.s.,n.s.
reading_probe,all_layers,2,9,2_emotions,9_roles,0.010178,0.672800,0.735274,-0.038013,0.057360,n.s.,n.s.
reading_probe,all_layers,2,10,2_emotions,10_animacy,0.136188,0.000000,0.000000,0.093870,0.178575,***,***
reading_probe,all_layers,2,11,2_emotions,11_formality,0.156093,0.000000,0.000000,0.096809,0.214531,***,***
reading_probe,all_layers,2,12,2_emotions,12_expertise,-0.048659,0.041200,0.068517,-0.094472,-0.001819,*,n.s.
reading_probe,all_layers,2,13,2_emotions,13_helpfulness,0.078222,0.004400,0.009900,0.022516,0.135264,**,**
reading_probe,all_layers,2,14,2_emotions,14_biological,0.094736,0.000000,0.000000,0.053402,0.136252,***,***
reading_probe,all_layers,2,15,2_emotions,15_shapes,0.129162,0.000000,0.000000,0.086366,0.173025,***,***
reading_probe,all_layers,2,17,2_emotions,17_attention,0.021222,0.367400,0.453324,-0.023481,0.067038,n.s.,n.s.
reading_probe,all_layers,2,18,2_emotions,18_sysprompt_labeled,0.011293,0.593400,0.667575,-0.028969,0.051611,n.s.,n.s.
reading_probe,all_layers,3,4,3_agency,4_intentions,-0.074260,0.001000,0.002550,-0.117948,-0.031014,**,**
reading_probe,all_layers,3,5,3_agency,5_prediction,-0.033245,0.129600,0.181916,-0.076176,0.009693,n.s.,n.s.
reading_probe,all_layers,3,6,3_agency,6_cognitive,-0.021605,0.318800,0.409886,-0.065506,0.020830,n.s.,n.s.
reading_probe,all_layers,3,7,3_agency,7_social,-0.027887,0.257800,0.337123,-0.075204,0.020520,n.s.,n.s.
reading_probe,all_layers,3,8,3_agency,8_embodiment,-0.002613,0.918000,0.935514,-0.051135,0.045738,n.s.,n.s.
reading_probe,all_layers,3,9,3_agency,9_roles,-0.036273,0.108200,0.154716,-0.081704,0.008406,n.s.,n.s.
reading_probe,all_layers,3,10,3_agency,10_animacy,0.089736,0.000000,0.000000,0.049466,0.129205,***,***
reading_probe,all_layers,3,11,3_agency,11_formality,0.109642,0.000400,0.001037,0.053427,0.166304,***,**
reading_probe,all_layers,3,12,3_agency,12_expertise,-0.095111,0.000000,0.000000,-0.138865,-0.051275,***,***
reading_probe,all_layers,3,13,3_agency,13_helpfulness,0.031770,0.247800,0.326840,-0.023043,0.084632,n.s.,n.s.
reading_probe,all_layers,3,14,3_agency,14_biological,0.048285,0.017400,0.033278,0.009694,0.086636,*,*
reading_probe,all_layers,3,15,3_agency,15_shapes,0.082711,0.000000,0.000000,0.042974,0.122338,***,***
reading_probe,all_layers,3,17,3_agency,17_attention,-0.025230,0.245200,0.326840,-0.068728,0.018272,n.s.,n.s.
reading_probe,all_layers,3,18,3_agency,18_sysprompt_labeled,-0.035158,0.071400,0.106060,-0.073621,0.002947,n.s.,n.s.
reading_probe,all_layers,4,5,4_intentions,5_prediction,0.041016,0.059400,0.089982,-0.001740,0.083195,n.s.,n.s.
reading_probe,all_layers,4,6,4_intentions,6_cognitive,0.052656,0.016800,0.032537,0.009796,0.094868,*,*
reading_probe,all_layers,4,7,4_intentions,7_social,0.046373,0.056400,0.086292,-0.001236,0.093748,n.s.,n.s.
reading_probe,all_layers,4,8,4_intentions,8_embodiment,0.071647,0.004000,0.009273,0.023311,0.118653,**,**
reading_probe,all_layers,4,9,4_intentions,9_roles,0.037987,0.094000,0.136971,-0.006955,0.081551,n.s.,n.s.
reading_probe,all_layers,4,10,4_intentions,10_animacy,0.163997,0.000000,0.000000,0.124449,0.203006,***,***
reading_probe,all_layers,4,11,4_intentions,11_formality,0.183902,0.000000,0.000000,0.127525,0.240492,***,***
reading_probe,all_layers,4,12,4_intentions,12_expertise,-0.020850,0.347200,0.435423,-0.064223,0.022380,n.s.,n.s.
reading_probe,all_layers,4,13,4_intentions,13_helpfulness,0.106030,0.000000,0.000000,0.051965,0.160298,***,***
reading_probe,all_layers,4,14,4_intentions,14_biological,0.122545,0.000000,0.000000,0.084299,0.160526,***,***
reading_probe,all_layers,4,15,4_intentions,15_shapes,0.156971,0.000000,0.000000,0.117879,0.196168,***,***
reading_probe,all_layers,4,17,4_intentions,17_attention,0.049030,0.023800,0.043350,0.007022,0.092394,*,*
reading_probe,all_layers,4,18,4_intentions,18_sysprompt_labeled,0.039102,0.044200,0.072716,0.001213,0.076604,*,n.s.
reading_probe,all_layers,5,6,5_prediction,6_cognitive,0.011640,0.592000,0.667575,-0.030179,0.053671,n.s.,n.s.
reading_probe,all_layers,5,7,5_prediction,7_social,0.005357,0.833000,0.867000,-0.040709,0.052321,n.s.,n.s.
reading_probe,all_layers,5,8,5_prediction,8_embodiment,0.030632,0.205800,0.281137,-0.017215,0.078178,n.s.,n.s.
reading_probe,all_layers,5,9,5_prediction,9_roles,-0.003029,0.887200,0.911017,-0.046340,0.039851,n.s.,n.s.
reading_probe,all_layers,5,10,5_prediction,10_animacy,0.122981,0.000000,0.000000,0.084074,0.162005,***,***
reading_probe,all_layers,5,11,5_prediction,11_formality,0.142887,0.000000,0.000000,0.085640,0.197981,***,***
reading_probe,all_layers,5,12,5_prediction,12_expertise,-0.061866,0.004400,0.009900,-0.103937,-0.017968,**,**
reading_probe,all_layers,5,13,5_prediction,13_helpfulness,0.065015,0.017800,0.033622,0.012034,0.118679,*,*
reading_probe,all_layers,5,14,5_prediction,14_biological,0.081530,0.000000,0.000000,0.044066,0.118960,***,***
reading_probe,all_layers,5,15,5_prediction,15_shapes,0.115956,0.000000,0.000000,0.077412,0.155792,***,***
reading_probe,all_layers,5,17,5_prediction,17_attention,0.008015,0.714200,0.769525,-0.033917,0.051042,n.s.,n.s.
reading_probe,all_layers,5,18,5_prediction,18_sysprompt_labeled,-0.001913,0.929400,0.935514,-0.039101,0.034572,n.s.,n.s.
reading_probe,all_layers,6,7,6_cognitive,7_social,-0.006283,0.792200,0.835908,-0.053268,0.040428,n.s.,n.s.
reading_probe,all_layers,6,8,6_cognitive,8_embodiment,0.018992,0.439000,0.524742,-0.029474,0.067425,n.s.,n.s.
reading_probe,all_layers,6,9,6_cognitive,9_roles,-0.014669,0.507400,0.588123,-0.058030,0.028525,n.s.,n.s.
reading_probe,all_layers,6,10,6_cognitive,10_animacy,0.111341,0.000000,0.000000,0.072261,0.149219,***,***
reading_probe,all_layers,6,11,6_cognitive,11_formality,0.131246,0.000000,0.000000,0.075206,0.186986,***,***
reading_probe,all_layers,6,12,6_cognitive,12_expertise,-0.073506,0.001800,0.004371,-0.116505,-0.030399,**,**
reading_probe,all_layers,6,13,6_cognitive,13_helpfulness,0.053375,0.051600,0.081390,-0.000242,0.107420,n.s.,n.s.
reading_probe,all_layers,6,14,6_cognitive,14_biological,0.069890,0.000000,0.000000,0.031880,0.107124,***,***
reading_probe,all_layers,6,15,6_cognitive,15_shapes,0.104315,0.000000,0.000000,0.065159,0.144833,***,***
reading_probe,all_layers,6,17,6_cognitive,17_attention,-0.003625,0.856400,0.885332,-0.046019,0.039614,n.s.,n.s.
reading_probe,all_layers,6,18,6_cognitive,18_sysprompt_labeled,-0.013553,0.476000,0.555939,-0.051110,0.023574,n.s.,n.s.
reading_probe,all_layers,7,8,7_social,8_embodiment,0.025275,0.346600,0.435423,-0.026535,0.076381,n.s.,n.s.
reading_probe,all_layers,7,9,7_social,9_roles,-0.008386,0.735400,0.786827,-0.057007,0.039877,n.s.,n.s.
reading_probe,all_layers,7,10,7_social,10_animacy,0.117624,0.000000,0.000000,0.072942,0.161488,***,***
reading_probe,all_layers,7,11,7_social,11_formality,0.137529,0.000000,0.000000,0.077072,0.198177,***,***
reading_probe,all_layers,7,12,7_social,12_expertise,-0.067223,0.005400,0.011803,-0.115656,-0.020329,**,*
reading_probe,all_layers,7,13,7_social,13_helpfulness,0.059658,0.037200,0.063218,0.003099,0.117065,*,n.s.
reading_probe,all_layers,7,14,7_social,14_biological,0.076173,0.000400,0.001037,0.032990,0.118650,***,**
reading_probe,all_layers,7,15,7_social,15_shapes,0.110598,0.000000,0.000000,0.065353,0.155131,***,***
reading_probe,all_layers,7,17,7_social,17_attention,0.002658,0.924000,0.935514,-0.044243,0.050169,n.s.,n.s.
reading_probe,all_layers,7,18,7_social,18_sysprompt_labeled,-0.007271,0.751400,0.798362,-0.049609,0.034538,n.s.,n.s.
reading_probe,all_layers,8,9,8_embodiment,9_roles,-0.033661,0.186000,0.256378,-0.082195,0.015618,n.s.,n.s.
reading_probe,all_layers,8,10,8_embodiment,10_animacy,0.092349,0.000000,0.000000,0.048621,0.137430,***,***
reading_probe,all_layers,8,11,8_embodiment,11_formality,0.112255,0.000400,0.001037,0.051597,0.171750,***,**
reading_probe,all_layers,8,12,8_embodiment,12_expertise,-0.092498,0.000000,0.000000,-0.139939,-0.043877,***,***
reading_probe,all_layers,8,13,8_embodiment,13_helpfulness,0.034383,0.246200,0.326840,-0.021432,0.091785,n.s.,n.s.
reading_probe,all_layers,8,14,8_embodiment,14_biological,0.050898,0.021200,0.039080,0.007333,0.094892,*,*
reading_probe,all_layers,8,15,8_embodiment,15_shapes,0.085324,0.000000,0.000000,0.040150,0.131149,***,***
reading_probe,all_layers,8,17,8_embodiment,17_attention,-0.022617,0.352800,0.438849,-0.070317,0.024384,n.s.,n.s.
reading_probe,all_layers,8,18,8_embodiment,18_sysprompt_labeled,-0.032545,0.140600,0.195562,-0.075706,0.011584,n.s.,n.s.
reading_probe,all_layers,9,10,9_roles,10_animacy,0.126010,0.000000,0.000000,0.086107,0.166699,***,***
reading_probe,all_layers,9,11,9_roles,11_formality,0.145915,0.000000,0.000000,0.088946,0.202226,***,***
reading_probe,all_layers,9,12,9_roles,12_expertise,-0.058837,0.010200,0.021378,-0.103230,-0.013135,*,*
reading_probe,all_layers,9,13,9_roles,13_helpfulness,0.068044,0.013400,0.026976,0.014353,0.121571,*,*
reading_probe,all_layers,9,14,9_roles,14_biological,0.084559,0.000000,0.000000,0.045564,0.124045,***,***
reading_probe,all_layers,9,15,9_roles,15_shapes,0.118984,0.000000,0.000000,0.078345,0.161058,***,***
reading_probe,all_layers,9,17,9_roles,17_attention,0.011044,0.617400,0.681345,-0.033400,0.054058,n.s.,n.s.
reading_probe,all_layers,9,18,9_roles,18_sysprompt_labeled,0.001115,0.961200,0.961200,-0.037993,0.040256,n.s.,n.s.
reading_probe,all_layers,10,11,10_animacy,11_formality,0.019906,0.465400,0.551035,-0.033406,0.073369,n.s.,n.s.
reading_probe,all_layers,10,12,10_animacy,12_expertise,-0.184847,0.000000,0.000000,-0.225087,-0.145070,***,***
reading_probe,all_layers,10,13,10_animacy,13_helpfulness,-0.057966,0.027800,0.049458,-0.108549,-0.006018,*,*
reading_probe,all_layers,10,14,10_animacy,14_biological,-0.041451,0.016800,0.032537,-0.075344,-0.007942,*,*
reading_probe,all_layers,10,15,10_animacy,15_shapes,-0.007026,0.690200,0.748940,-0.042387,0.028897,n.s.,n.s.
reading_probe,all_layers,10,17,10_animacy,17_attention,-0.114966,0.000000,0.000000,-0.154090,-0.075720,***,***
reading_probe,all_layers,10,18,10_animacy,18_sysprompt_labeled,-0.124894,0.000000,0.000000,-0.158549,-0.092006,***,***
reading_probe,all_layers,11,12,11_formality,12_expertise,-0.204753,0.000000,0.000000,-0.259798,-0.148780,***,***
reading_probe,all_layers,11,13,11_formality,13_helpfulness,-0.077872,0.018400,0.034332,-0.143501,-0.012935,*,*
reading_probe,all_layers,11,14,11_formality,14_biological,-0.061357,0.026600,0.047880,-0.113922,-0.008312,*,*
reading_probe,all_layers,11,15,11_formality,15_shapes,-0.026931,0.325400,0.414885,-0.080618,0.026297,n.s.,n.s.
reading_probe,all_layers,11,17,11_formality,17_attention,-0.134872,0.000000,0.000000,-0.190283,-0.078159,***,***
reading_probe,all_layers,11,18,11_formality,18_sysprompt_labeled,-0.144800,0.000000,0.000000,-0.197029,-0.092933,***,***
reading_probe,all_layers,12,13,12_expertise,13_helpfulness,0.126881,0.000000,0.000000,0.073858,0.181328,***,***
reading_probe,all_layers,12,14,12_expertise,14_biological,0.143396,0.000000,0.000000,0.103964,0.182414,***,***
reading_probe,all_layers,12,15,12_expertise,15_shapes,0.177822,0.000000,0.000000,0.137922,0.219297,***,***
reading_probe,all_layers,12,17,12_expertise,17_attention,0.069881,0.001200,0.002961,0.026743,0.113207,**,**
reading_probe,all_layers,12,18,12_expertise,18_sysprompt_labeled,0.059953,0.002600,0.006120,0.021181,0.099232,**,**
reading_probe,all_layers,13,14,13_helpfulness,14_biological,0.016515,0.521000,0.599346,-0.032654,0.066101,n.s.,n.s.
reading_probe,all_layers,13,15,13_helpfulness,15_shapes,0.050941,0.053600,0.083682,-0.000829,0.102021,n.s.,n.s.
reading_probe,all_layers,13,17,13_helpfulness,17_attention,-0.057000,0.035200,0.061903,-0.109990,-0.003772,*,n.s.
reading_probe,all_layers,13,18,13_helpfulness,18_sysprompt_labeled,-0.066928,0.006800,0.014654,-0.117482,-0.017810,**,*
reading_probe,all_layers,14,15,14_biological,15_shapes,0.034426,0.050400,0.080325,-0.000129,0.068453,n.s.,n.s.
reading_probe,all_layers,14,17,14_biological,17_attention,-0.073515,0.000200,0.000556,-0.111937,-0.035035,***,***
reading_probe,all_layers,14,18,14_biological,18_sysprompt_labeled,-0.083443,0.000000,0.000000,-0.115841,-0.051760,***,***
reading_probe,all_layers,15,17,15_shapes,17_attention,-0.107941,0.000000,0.000000,-0.147400,-0.068142,***,***
reading_probe,all_layers,15,18,15_shapes,18_sysprompt_labeled,-0.117869,0.000000,0.000000,-0.152166,-0.083917,***,***
reading_probe,all_layers,17,18,17_attention,18_sysprompt_labeled,-0.009928,0.619000,0.681345,-0.048548,0.027664,n.s.,n.s.
