experiment,subject,condition,social_type,um_rate,uh_rate,er_rate,ah_rate,well_rate,so_rate,you_know_rate,i_mean_rate,like_rate,basically_rate,actually_rate,right_rate,okay_rate,filled_pauses_rate,discourse_connectives_rate,interactional_phrases_rate,quotative_hedge_rate,pragmatic_stance_rate,filler_composite_rate
Exp1_Human,sub-005,bot,nonsocial,0.0,0.0,0.0,0.0,0.0005370569280343716,0.01024123353676036,0.0,0.0,0.01396136666925335,0.0,0.000969298245614035,0.0009074410163339383,0.0,0.0,0.010778290464794732,0.0,0.01396136666925335,0.0018767392619479732,0.026616396395996052
Exp1_Human,sub-005,bot,social,0.0,0.0,0.0,0.0,0.00034246575342465754,0.007809333008939259,0.0008771929824561403,0.0,0.008722020177087064,0.0,0.0,0.00034246575342465754,0.0,0.0,0.008151798762363917,0.0008771929824561403,0.008722020177087064,0.00034246575342465754,0.01809347767533178
Exp1_Human,sub-005,hum,nonsocial,0.0,0.0,0.0,0.0,0.0009999009999009999,0.00915072421998812,0.0005376344086021505,0.0012445887445887446,0.015579034689264082,0.0,0.0008928571428571428,0.0004098360655737705,0.0,0.0,0.01015062521988912,0.0017822231531908952,0.015579034689264082,0.0013026932084309133,0.02881457627077501
Exp1_Human,sub-005,hum,social,0.0,0.0,0.0,0.0,0.0009107468123861566,0.009520915409455781,0.0,0.0,0.01226636588792011,0.0,0.002367317021782748,0.0004668534080298786,0.0,0.0,0.010431662221841938,0.0,0.01226636588792011,0.0028341704298126265,0.025532198539574676
Exp1_Human,sub-006,bot,nonsocial,0.0,0.0,0.0,0.0,0.0005882352941176471,0.013550829181570108,0.0006002400960384153,0.0013368983957219253,0.013310087382010269,0.0,0.001699873497786211,0.0006127450980392157,0.001330737573621824,0.0,0.014139064475687756,0.0019371384917603405,0.013310087382010269,0.003643356169447251,0.033029646518905616
Exp1_Human,sub-006,bot,social,0.000925925925925926,0.0,0.0,0.0,0.0019005847953216372,0.009194230665080688,0.00030525030525030525,0.0016835016835016836,0.003438072100043931,0.0,0.0003912363067292645,0.004478844451744181,0.0011706640561266113,0.000925925925925926,0.011094815460402325,0.0019887519887519887,0.003438072100043931,0.0060407448146000565,0.023488310289724226
Exp1_Human,sub-006,hum,nonsocial,0.0,0.0,0.0,0.0,0.0038436517944714665,0.008987710290837798,0.001962191942453137,0.0,0.009519050046384505,0.0,0.0003494060097833683,0.0011853691578234363,0.0009578544061302681,0.0,0.012831362085309264,0.001962191942453137,0.009519050046384505,0.002492629573737073,0.02680523364788398
Exp1_Human,sub-006,hum,social,0.0020576131687242796,0.0,0.0,0.0,0.004391874636016584,0.009449865623734583,0.0012626262626262627,0.0,0.005526826319137618,0.0,0.0005192107995846313,0.001682715077855743,0.0006038647342995169,0.0020576131687242796,0.013841740259751167,0.0012626262626262627,0.005526826319137618,0.0028057906117398912,0.025494596621979216
Exp1_Human,sub-007,bot,nonsocial,0.0029644268774703555,0.0,0.0,0.0,0.0,0.020425080407191962,0.0005107252298263534,0.0,0.011839510871434396,0.0,0.0,0.0,0.0,0.0029644268774703555,0.020425080407191962,0.0005107252298263534,0.011839510871434396,0.0,0.03573974338592307
Exp1_Human,sub-007,bot,social,0.0,0.0,0.0,0.0,0.003655947794637943,0.010248027120064049,0.0012872774082814847,0.00034234851078397807,0.014670002594665098,0.0,0.0,0.0009250693802035152,0.0,0.0,0.01390397491470199,0.0016296259190654628,0.014670002594665098,0.0009250693802035152,0.031128672808636067
Exp1_Human,sub-007,hum,nonsocial,0.0050459482038429405,0.0,0.0,0.0,0.0014459224985540775,0.00881378545664641,0.0019428416001243418,0.0,0.027811984539412,0.0,0.0,0.0,0.0,0.0050459482038429405,0.010259707955200486,0.0019428416001243418,0.027811984539412,0.0,0.045060482298579764
Exp1_Human,sub-007,hum,social,0.0,0.0,0.0,0.0,0.0008264462809917355,0.0043727081723636905,0.0007836990595611285,0.0,0.020991330992989107,0.0,0.0006493506493506494,0.002272727272727273,0.0,0.0,0.005199154453355426,0.0007836990595611285,0.020991330992989107,0.0029220779220779226,0.029896262427983586
Exp1_Human,sub-008,bot,nonsocial,0.0,0.0,0.0,0.0,0.0,0.006452206151726968,0.0,0.0,0.012215320910973085,0.0017391304347826088,0.0,0.0,0.0,0.0,0.006452206151726968,0.0,0.012215320910973085,0.0017391304347826088,0.02040665749748266
Exp1_Human,sub-008,bot,social,0.0,0.0,0.0,0.0,0.0,0.002761220196353436,0.002173913043478261,0.0,0.002557544757033248,0.0,0.0,0.0,0.0,0.0,0.002761220196353436,0.002173913043478261,0.002557544757033248,0.0,0.007492677996864945
Exp1_Human,sub-008,hum,nonsocial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012284951787898525,0.0,0.006677018633540373,0.0,0.0,0.0,0.0,0.0,0.012284951787898525,0.006677018633540373,0.0189619704214389
Exp1_Human,sub-008,hum,social,0.0,0.0,0.0,0.0,0.0016129032258064516,0.004173913043478261,0.0,0.0,0.0020833333333333333,0.0020833333333333333,0.0,0.0,0.0027777777777777775,0.0,0.005786816269284713,0.0,0.0020833333333333333,0.00486111111111111,0.012731260713729157
Exp1_Human,sub-009,bot,nonsocial,0.0,0.0,0.0,0.0,0.0014262170385395537,0.01887497857383,0.004150375171616957,0.0,0.01845302540819353,0.0,0.004644423335142702,0.0006257822277847309,0.0009191176470588235,0.0,0.02030119561236956,0.004150375171616957,0.01845302540819353,0.006189323209986256,0.04909391940216629
